,product,소재지,region,city,category,농장수
808,약용작물류 기타,충청북도 음성군,충청북도,음성군,약용작물류,3
809,양파,전라북도 고창군,전라북도,고창군,조미채소류,2
810,연근,인천광역시 강화군,인천광역시,강화군,근채류,1
811,엽경채류 기타,충청남도 서산시,충청남도,서산시,엽경채류,3
812,엽경채류 기타,울산광역시 울주군,울산광역시,울주군,엽경채류,2
813,고구마,경기도 시흥시,경기도,시흥시,서류,2
814,엽경채류 기타,경기도 시흥시,경기도,시흥시,엽경채류,1
815,엽경채류 기타,전라남도 해남군,전라남도,해남군,엽경채류,13
816,오이,경기도 광주시,경기도,광주시,과채류,2
817,고구마,충청남도 보령시,충청남도,보령시,서류,6
818,오이,충청남도 보령시,충청남도,보령시,과채류,2
819,월동배추,전라남도 해남군,전라남도,해남군,엽경채류,9
820,유채,전라북도 익산시,전라북도,익산시,특용작물류,2
821,인삼류 기타,전라남도 영광군,전라남도,영광군,인삼류,1
822,고구마,인천광역시 옹진군,인천광역시,옹진군,서류,1
823,조미채소류 기타,인천광역시 옹진군,인천광역시,옹진군,조미채소류,1
824,참깨,전라북도 익산시,전라북도,익산시,특용작물류,3
825,참깨,전라북도 고창군,전라북도,고창군,특용작물류,3
826,참깨,전라북도 김제시,전라북도,김제시,특용작물류,2
827,고구마,경상북도 포항시,경상북도,포항시,서류,5
828,참깨,경상북도 포항시,경상북도,포항시,특용작물류,2
829,참다래(키위),강원도 원주시,강원도,원주시,과실류,1
830,체리,경상남도 사천시,경상남도,사천시,과실류,1
831,고구마,충청남도 부여군,충청남도,부여군,서류,3
832,파프리카,인천광역시 강화군,인천광역시,강화군,양채류,1
833,고구마,전라북도 정읍시,전라북도,정읍시,서류,2
834,표고버섯,전라북도 정읍시,전라북도,정읍시,버섯류,12
835,고구마,경기도 고양시,경기도,고양시,서류,1
836,풋고추,경기도 고양시,경기도,고양시,조미채소류,2
837,고구마,경상남도 함양군,경상남도,함양군,서류,4
838,호박,경상남도 함양군,경상남도,함양군,과채류,1
839,호박,경기도 이천시,경기도,이천시,과채류,2
840,호박,전라남도 무안군,전라남도,무안군,과채류,1
841,호박,전라남도 해남군,전라남도,해남군,과채류,4
842,고냉지무,강원도 정선군,강원도,정선군,근채류,2
843,고냉지무,경기도 용인시,경기도,용인시,근채류,1
844,고냉지무,제주특별자치도 제주시,제주특별자치도,제주시,근채류,1
845,고냉지무,전라남도 광양시,전라남도,광양시,근채류,1
846,느타리버섯,전라남도 광양시,전라남도,광양시,버섯류,1
847,고냉지무,전라남도 화순군,전라남도,화순군,근채류,1
848,대파,전라남도 화순군,전라남도,화순군,조미채소류,3
849,고냉지무,강원도 강릉시,강원도,강릉시,근채류,1
850,두릅,강원도 강릉시,강원도,강릉시,산채류,1
851,고냉지배추,전라남도 고흥군,전라남도,고흥군,엽경채류,1
852,고냉지배추,강원도 평창군,강원도,평창군,엽경채류,4
853,고냉지배추,강원도 정선군,강원도,정선군,엽경채류,4
854,고냉지배추,충청남도 보령시,충청남도,보령시,엽경채류,1
855,고냉지배추,강원도 삼척시,강원도,삼척시,엽경채류,2
856,고냉지배추,충청북도 충주시,충청북도,충주시,엽경채류,1
857,고냉지배추,경상남도 김해시,경상남도,김해시,엽경채류,1
858,고냉지배추,경기도 파주시,경기도,파주시,엽경채류,1
859,가을무,경기도 파주시,경기도,파주시,근채류,3
860,고냉지배추,전라북도 남원시,전라북도,남원시,엽경채류,1
861,고냉지배추,경상북도 봉화군,경상북도,봉화군,엽경채류,1
862,고냉지무,경상북도 봉화군,경상북도,봉화군,근채류,1
863,고냉지배추,제주특별자치도 서귀포시,제주특별자치도,서귀포시,엽경채류,1
864,고냉지배추,강원도 횡성군,강원도,횡성군,엽경채류,1
865,도라지,강원도 횡성군,강원도,횡성군,산채류,4
866,고냉지배추,전라북도 부안군,전라북도,부안군,엽경채류,1
867,도라지,전라북도 부안군,전라북도,부안군,산채류,2
868,고냉지배추,경기도 화성시,경기도,화성시,엽경채류,1
869,들깨,경기도 화성시,경기도,화성시,특용작물류,2
870,새송이,강원도 강릉시,강원도,강릉시,버섯류,2
871,생강,강원도 평창군,강원도,평창군,조미채소류,1
872,고냉지배추,강원도 태백시,강원도,태백시,엽경채류,2
873,시금치,강원도 태백시,강원도,태백시,엽경채류,1
874,양배추,강원도 강릉시,강원도,강릉시,엽경채류,2
875,고냉지배추,전라남도 신안군,전라남도,신안군,엽경채류,1
876,양배추,전라남도 신안군,전라남도,신안군,엽경채류,2
877,엽경채류 기타,강원도 정선군,강원도,정선군,엽경채류,2
878,고냉지배추,경기도 여주시,경기도,여주시,엽경채류,1
879,파프리카,경기도 여주시,경기도,여주시,양채류,2
880,고냉지배추,충청남도 서천군,충청남도,서천군,엽경채류,1
881,표고버섯,충청남도 서천군,충청남도,서천군,버섯류,13
882,고냉지배추,경상남도 합천군,경상남도,합천군,엽경채류,1
883,표고버섯,경상남도 합천군,경상남도,합천군,버섯류,15
884,풋고추,강원도 태백시,강원도,태백시,조미채소류,1
885,고사리,경상남도 의령군,경상남도,의령군,산채류,4
886,고사리,전라북도 부안군,전라북도,부안군,산채류,1
887,고사리,경상북도 영천시,경상북도,영천시,산채류,1
888,고사리,경상북도 영주시,경상북도,영주시,산채류,1
889,고사리,경상남도 하동군,경상남도,하동군,산채류,41
890,고사리,충청남도 서산시,충청남도,서산시,산채류,1
891,고사리,충청남도 보령시,충청남도,보령시,산채류,1
892,고사리,대전광역시 동구,대전광역시,동구,산채류,1
893,고사리,경기도 양평군,경기도,양평군,산채류,6
894,고사리,경상남도 합천군,경상남도,합천군,산채류,2
895,고사리,경상북도 군위군,경상북도,군위군,산채류,1
896,고사리,전라북도 남원시,전라북도,남원시,산채류,5
897,고사리,충청남도 홍성군,충청남도,홍성군,산채류,1
898,녹차,경상남도 하동군,경상남도,하동군,특용작물류,6
899,고사리,울산광역시 울주군,울산광역시,울주군,산채류,1
900,동충하초,울산광역시 울주군,울산광역시,울주군,약용작물류,1
901,고사리,충청남도 예산군,충청남도,예산군,산채류,2
902,두릅,충청남도 예산군,충청남도,예산군,산채류,1
903,산채류 기타,전라북도 남원시,전라북도,남원시,산채류,1
904,고사리,강원도 정선군,강원도,정선군,산채류,1
905,약용작물류 기타,강원도 정선군,강원도,정선군,약용작물류,1
906,옻,충청북도 단양군,충청북도,단양군,약용작물류,1
907,고사리,경상남도 김해시,경상남도,김해시,산채류,1
908,참깨,경상남도 김해시,경상남도,김해시,특용작물류,1
909,고사리,전라남도 나주시,전라남도,나주시,산채류,2
910,참죽나무순,전라남도 나주시,전라남도,나주시,산채류,1
911,고사리,경상북도 안동시,경상북도,안동시,산채류,2
912,표고버섯,경상북도 안동시,경상북도,안동시,버섯류,8
913,고사리,경상북도 봉화군,경상북도,봉화군,산채류,2
914,고추냉이,충청북도 증평군,충청북도,증평군,조미채소류,1
915,곤드레,강원도 강릉시,강원도,강릉시,산채류,2
916,곤드레,강원도 정선군,강원도,정선군,산채류,3
917,곤드레,강원도 양구군,강원도,양구군,산채류,2
918,곤드레,전라북도 무주군,전라북도,무주군,산채류,1
919,곤드레,경상남도 밀양시,경상남도,밀양시,산채류,1
920,새송이,강원도 정선군,강원도,정선군,버섯류,2
921,곤드레,충청북도 단양군,충청북도,단양군,산채류,1
922,표고버섯,충청북도 단양군,충청북도,단양군,버섯류,3
923,과실류 기타,경상북도 구미시,경상북도,구미시,과실류,1
924,과실류 기타,강원도 인제군,강원도,인제군,과실류,1
925,과실류 기타,경기도 이천시,경기도,이천시,과실류,2
926,과실류 기타,경상남도 하동군,경상남도,하동군,과실류,1
927,과실류 기타,경상남도 진주시,경상남도,진주시,과실류,2
928,과실류 기타,전라남도 순천시,전라남도,순천시,과실류,3
929,과실류 기타,경상북도 영주시,경상북도,영주시,과실류,2
930,과실류 기타,경기도 양평군,경기도,양평군,과실류,1
931,과실류 기타,전라북도 김제시,전라북도,김제시,과실류,1
932,과실류 기타,경상남도 거제시,경상남도,거제시,과실류,1
933,김장(가을)배추,경상남도 거제시,경상남도,거제시,엽경채류,2
934,과실류 기타,울산광역시 북구,울산광역시,북구,과실류,1
935,김장(가을)배추,울산광역시 북구,울산광역시,북구,엽경채류,3
936,과실류 기타,경상남도 고성군,경상남도,고성군,과실류,1
937,녹차,경상남도 고성군,경상남도,고성군,특용작물류,1
938,과실류 기타,경상남도 통영시,경상남도,통영시,과실류,1
939,녹차,경상남도 통영시,경상남도,통영시,특용작물류,1
940,과실류 기타,강원도 정선군,강원도,정선군,과실류,1
941,두릅,강원도 정선군,강원도,정선군,산채류,2
942,과실류 기타,충청남도 천안시,충청남도,천안시,과실류,1
943,들깨,충청남도 천안시,충청남도,천안시,특용작물류,2
944,과실류 기타,전라남도 영광군,전라남도,영광군,과실류,1
945,마늘,전라남도 영광군,전라남도,영광군,조미채소류,2
946,미나리,전라북도 완주군,전라북도,완주군,엽경채류,1
947,과실류 기타,경상남도 합천군,경상남도,합천군,과실류,1
948,버섯류 기타,경상남도 합천군,경상남도,합천군,버섯류,1
949,봄배추,경상북도 영주시,경상북도,영주시,엽경채류,1
950,과실류 기타,충청남도 태안군,충청남도,태안군,과실류,1
951,삼채,충청남도 태안군,충청남도,태안군,근채류,1
952,과실류 기타,경상북도 고령군,경상북도,고령군,과실류,2
953,새송이,경상북도 고령군,경상북도,고령군,버섯류,1
954,새송이,경기도 화성시,경기도,화성시,버섯류,1
955,시금치,인천광역시 남동구,인천광역시,남동구,엽경채류,1
956,과실류 기타,전라북도 무주군,전라북도,무주군,과실류,1
957,약용작물류 기타,전라북도 무주군,전라북도,무주군,약용작물류,3
958,과실류 기타,경기도 평택시,경기도,평택시,과실류,2
959,약용작물류 기타,경기도 평택시,경기도,평택시,약용작물류,2
960,과실류 기타,경상북도 안동시,경상북도,안동시,과실류,1
961,약용작물류 기타,경상북도 안동시,경상북도,안동시,약용작물류,1
962,과실류 기타,충청북도 괴산군,충청북도,괴산군,과실류,2
963,양배추,충청북도 괴산군,충청북도,괴산군,엽경채류,1
964,과실류 기타,경기도 포천시,경기도,포천시,과실류,1
965,양파,경기도 포천시,경기도,포천시,조미채소류,2
966,과실류 기타,경상남도 남해군,경상남도,남해군,과실류,1
967,연근,경상남도 남해군,경상남도,남해군,근채류,5
968,과실류 기타,충청남도 청양군,충청남도,청양군,과실류,2
969,연근,충청남도 청양군,충청남도,청양군,근채류,1
970,월동배추,경상북도 고령군,경상북도,고령군,엽경채류,1
971,과실류 기타,충청남도 아산시,충청남도,아산시,과실류,1
972,은행,충청남도 아산시,충청남도,아산시,수실류,1
973,인삼류 기타,전라남도 순천시,전라남도,순천시,인삼류,3
974,인삼류 기타,충청남도 청양군,충청남도,청양군,인삼류,1
975,조미채소류 기타,경기도 화성시,경기도,화성시,조미채소류,6
976,조미채소류 기타,전라남도 순천시,전라남도,순천시,조미채소류,2
977,과실류 기타,강원도 영월군,강원도,영월군,과실류,1
978,표고버섯,강원도 영월군,강원도,영월군,버섯류,10
979,과실류 기타,전라남도 장흥군,전라남도,장흥군,과실류,1
980,호박,전라남도 장흥군,전라남도,장흥군,과채류,2
981,과일과채류 기타,충청남도 논산시,충청남도,논산시,과일과채류,1
982,과일과채류 기타,경상남도 진주시,경상남도,진주시,과일과채류,1
983,과일과채류 기타,전라남도 담양군,전라남도,담양군,과일과채류,1
984,과일과채류 기타,경상남도 함안군,경상남도,함안군,과일과채류,1
985,과채류 기타,경상남도 함안군,경상남도,함안군,과채류,1
986,과일과채류 기타,전라남도 순천시,전라남도,순천시,과일과채류,2
987,과채류 기타,전라남도 순천시,전라남도,순천시,과채류,2
988,삼엽채,전라남도 순천시,전라남도,순천시,엽경채류,1
989,과일과채류 기타,경기도 남양주시,경기도,남양주시,과일과채류,1
990,호박,경기도 남양주시,경기도,남양주시,과채류,2
991,과채류 기타,충청남도 서산시,충청남도,서산시,과채류,1
992,과채류 기타,충청남도 아산시,충청남도,아산시,과채류,1
993,과채류 기타,충청북도 청주시,충청북도,청주시,과채류,1
994,과채류 기타,전라북도 익산시,전라북도,익산시,과채류,2
995,과채류 기타,경상남도 진주시,경상남도,진주시,과채류,2
996,과채류 기타,경기도 구리시,경기도,구리시,과채류,1
997,김장(가을)배추,경기도 구리시,경기도,구리시,엽경채류,1
998,과채류 기타,충청남도 논산시,충청남도,논산시,과채류,3
999,김장(가을)배추,충청남도 논산시,충청남도,논산시,엽경채류,4
1000,김장(가을)배추,전라북도 익산시,전라북도,익산시,엽경채류,5
1001,과채류 기타,전라북도 군산시,전라북도,군산시,과채류,1
1002,김장(가을)배추,전라북도 군산시,전라북도,군산시,엽경채류,1
1003,엽경채류 기타,충청남도 논산시,충청남도,논산시,엽경채류,5
1004,과채류 기타,경기도 가평군,경기도,가평군,과채류,1
1005,엽경채류 기타,경기도 가평군,경기도,가평군,엽경채류,1
1006,과채류 기타,경기도 안산시,경기도,안산시,과채류,1
1007,엽경채류 기타,경기도 안산시,경기도,안산시,엽경채류,1
1008,구기자,충청남도 청양군,충청남도,청양군,약용작물류,78
1009,구절초,경기도 가평군,경기도,가평군,약용작물류,1
1010,구지뽕,전라북도 김제시,전라북도,김제시,과실류,1
1011,구지뽕,경상남도 산청군,경상남도,산청군,과실류,2
1012,구지뽕,강원도 고성군,강원도,고성군,과실류,1
1013,구지뽕,전라북도 진안군,전라북도,진안군,과실류,1
1014,들깨,전라남도 신안군,전라남도,신안군,특용작물류,4
1015,구지뽕,충청남도 공주시,충청남도,공주시,과실류,1
1016,매실,충청남도 공주시,충청남도,공주시,과실류,4
1017,블루베리,경상남도 산청군,경상남도,산청군,과실류,16
1018,구지뽕,제주특별자치도 제주시,제주특별자치도,제주시,과실류,1
1019,유채,제주특별자치도 제주시,제주특별자치도,제주시,특용작물류,6
1020,구지뽕,경기도 여주시,경기도,여주시,과실류,1
1021,귀리,전라북도 김제시,전라북도,김제시,맥류,2
1022,귀리,충청북도 제천시,충청북도,제천시,맥류,1
1023,귀리,전라북도 부안군,전라북도,부안군,맥류,1
1024,귀리,강원도 인제군,강원도,인제군,맥류,4
1025,귀리,전라남도 해남군,전라남도,해남군,맥류,11
1026,귀리,제주특별자치도 제주시,제주특별자치도,제주시,맥류,1
1027,기장,제주특별자치도 제주시,제주특별자치도,제주시,잡곡류,16
1028,귀리,전라남도 고흥군,전라남도,고흥군,맥류,6
1029,대파,전라남도 고흥군,전라남도,고흥군,조미채소류,2
1030,귀리,전라남도 진도군,전라남도,진도군,맥류,4
1031,메밀,전라남도 진도군,전라남도,진도군,잡곡류,4
1032,귀리,전라북도 정읍시,전라북도,정읍시,맥류,2
1033,콩,전라북도 정읍시,전라북도,정읍시,두류,3
1034,파프리카,전라남도 고흥군,전라남도,고흥군,양채류,3
1035,팥,전라남도 고흥군,전라남도,고흥군,두류,2
1036,귀리,전라남도 강진군,전라남도,강진군,맥류,7
1037,팽이버섯,전라남도 강진군,전라남도,강진군,버섯류,1
1038,근대,전라남도 해남군,전라남도,해남군,엽경채류,1
1039,근대,제주특별자치도 제주시,제주특별자치도,제주시,엽경채류,1
1040,근채류 기타,경기도 안성시,경기도,안성시,근채류,1
1041,근채류 기타,경기도 남양주시,경기도,남양주시,근채류,1
1042,금강초,충청남도 서천군,충청남도,서천군,산채류,1
1043,모시,충청남도 서천군,충청남도,서천군,특용작물류,2
1044,기장,제주특별자치도 서귀포시,제주특별자치도,서귀포시,잡곡류,4
1045,기장,전라북도 익산시,전라북도,익산시,잡곡류,1
1046,고구마,제주특별자치도 서귀포시,제주특별자치도,서귀포시,서류,3
1047,양배추,제주특별자치도 제주시,제주특별자치도,제주시,엽경채류,48
1048,기장,전라남도 해남군,전라남도,해남군,잡곡류,2
1049,얼갈이배추,전라남도 해남군,전라남도,해남군,엽경채류,1
1050,호박,제주특별자치도 서귀포시,제주특별자치도,서귀포시,과채류,5
1051,기타,경상남도 함양군,경상남도,함양군,기타,3
1052,기타,경상북도 상주시,경상북도,상주시,기타,1
1053,기타,전라북도 무주군,전라북도,무주군,기타,1
1054,기타,강원도 춘천시,강원도,춘천시,기타,1
1055,기타,경기도 화성시,경기도,화성시,기타,1
1056,기타,경기도 가평군,경기도,가평군,기타,1
1057,기타,경상북도 김천시,경상북도,김천시,기타,4
1058,기타,전라남도 담양군,전라남도,담양군,기타,1
1059,기타,경기도 여주시,경기도,여주시,기타,3
1060,기타,경상남도 고성군,경상남도,고성군,기타,1
1061,기타,제주특별자치도 제주시,제주특별자치도,제주시,기타,1
1062,기타,충청북도 충주시,충청북도,충주시,기타,4
1063,기타,세종특별자치시 금남면,세종특별자치시,금남면,기타,1
1064,기타,전라남도 장흥군,전라남도,장흥군,기타,3
1065,기타,충청남도 서천군,충청남도,서천군,기타,3
1066,기타,충청남도 서산시,충청남도,서산시,기타,2
1067,기타,충청북도 청주시,충청북도,청주시,기타,2
1068,기타,충청북도 진천군,충청북도,진천군,기타,1
1069,기타,전라북도 익산시,전라북도,익산시,기타,1
1070,기타,경상남도 남해군,경상남도,남해군,기타,2
1071,기타,전라북도 남원시,전라북도,남원시,기타,1
1072,기타,전라남도 고흥군,전라남도,고흥군,기타,1
1073,기타,충청남도 아산시,충청남도,아산시,기타,1
1074,수실류 기타,경기도 평택시,경기도,평택시,수실류,1
1075,특용작물류 기타,경기도 평택시,경기도,평택시,특용작물류,1
1076,기타,전라남도 화순군,전라남도,화순군,기타,2
1077,감국,전라남도 화순군,전라남도,화순군,약용작물류,1
1078,기타,충청남도 천안시,충청남도,천안시,기타,2
1079,기타,충청남도 보령시,충청남도,보령시,기타,2
1080,과실류 기타,충청남도 보령시,충청남도,보령시,과실류,1
1081,기타,충청남도 당진시,충청남도,당진시,기타,1
1082,들깨,충청남도 당진시,충청남도,당진시,특용작물류,6
1083,기타,경상북도 군위군,경상북도,군위군,기타,1
1084,들깨,경상북도 군위군,경상북도,군위군,특용작물류,1
1085,들깨,경상남도 함양군,경상남도,함양군,특용작물류,2
1086,기타,경기도 양주시,경기도,양주시,기타,1
1087,묘삼,경기도 양주시,경기도,양주시,인삼류,1
1088,버섯류 기타,충청북도 충주시,충청북도,충주시,버섯류,4
1089,기타,경상남도 김해시,경상남도,김해시,기타,1
1090,약용작물류 기타,경상남도 김해시,경상남도,김해시,약용작물류,1
1091,연근,충청남도 서산시,충청남도,서산시,근채류,2
1092,기타,경기도 용인시,경기도,용인시,기타,1
1093,엽경채류 기타,경기도 용인시,경기도,용인시,엽경채류,2
1094,기타,충청남도 태안군,충청남도,태안군,기타,3
1095,조미채소류 기타,충청남도 태안군,충청남도,태안군,조미채소류,2
1096,콩,충청남도 서천군,충청남도,서천군,두류,2
1097,기타,대구광역시 달성군,대구광역시,달성군,기타,1
1098,황칠나무,대구광역시 달성군,대구광역시,달성군,약용작물류,1
1099,김장(가을)배추,충청북도 보은군,충청북도,보은군,엽경채류,1
1100,김장(가을)배추,경기도 파주시,경기도,파주시,엽경채류,3
1101,김장(가을)배추,충청남도 홍성군,충청남도,홍성군,엽경채류,2
1102,김장(가을)배추,강원도 횡성군,강원도,횡성군,엽경채류,2
1103,김장(가을)배추,충청남도 부여군,충청남도,부여군,엽경채류,3
1104,김장(가을)배추,경상남도 합천군,경상남도,합천군,엽경채류,3
1105,김장(가을)배추,충청남도 천안시,충청남도,천안시,엽경채류,1
1106,김장(가을)배추,경기도 평택시,경기도,평택시,엽경채류,3
1107,김장(가을)배추,전라남도 장성군,전라남도,장성군,엽경채류,2
1108,김장(가을)배추,전라북도 무주군,전라북도,무주군,엽경채류,3
1109,김장(가을)배추,경기도 여주시,경기도,여주시,엽경채류,1
1110,김장(가을)배추,경상남도 창녕군,경상남도,창녕군,엽경채류,2
1111,김장(가을)배추,전라남도 함평군,전라남도,함평군,엽경채류,3
1112,김장(가을)배추,서울특별시 서초구,서울특별시,서초구,엽경채류,1
1113,김장(가을)배추,강원도 강릉시,강원도,강릉시,엽경채류,3
1114,김장(가을)배추,경상북도 봉화군,경상북도,봉화군,엽경채류,1
1115,김장(가을)배추,광주광역시 광산구,광주광역시,광산구,엽경채류,1
1116,김장(가을)배추,충청남도 청양군,충청남도,청양군,엽경채류,1
1117,김장(가을)배추,충청남도 보령시,충청남도,보령시,엽경채류,2
1118,김장(가을)배추,전라북도 남원시,전라북도,남원시,엽경채류,3
1119,김장(가을)배추,충청북도 옥천군,충청북도,옥천군,엽경채류,1
1120,가을무,충청북도 옥천군,충청북도,옥천군,근채류,1
1121,김장(가을)배추,강원도 철원군,강원도,철원군,엽경채류,1
1122,가을무,강원도 철원군,강원도,철원군,근채류,1
1123,김장(가을)배추,강원도 원주시,강원도,원주시,엽경채류,5
1124,김장(가을)배추,경상북도 상주시,경상북도,상주시,엽경채류,2
1125,가을무,경상북도 상주시,경상북도,상주시,근채류,1
1126,김장(가을)배추,강원도 화천군,강원도,화천군,엽경채류,2
1127,가을무,강원도 화천군,강원도,화천군,근채류,1
1128,가을무,부산광역시 기장군,부산광역시,기장군,근채류,1
1129,김장(가을)배추,충청남도 예산군,충청남도,예산군,엽경채류,3
1130,김장(가을)배추,경기도 성남시,경기도,성남시,엽경채류,1
1131,가을무,경기도 성남시,경기도,성남시,근채류,1
1132,김장(가을)배추,제주특별자치도 서귀포시,제주특별자치도,서귀포시,엽경채류,5
1133,김장(가을)배추,경기도 양주시,경기도,양주시,엽경채류,2
1134,김장(가을)배추,경기도 연천군,경기도,연천군,엽경채류,2
1135,가을무,경기도 연천군,경기도,연천군,근채류,1
1136,김장(가을)배추,전라북도 전주시,전라북도,전주시,엽경채류,2
1137,가을무,전라북도 전주시,전라북도,전주시,근채류,1
1138,김장(가을)배추,경기도 용인시,경기도,용인시,엽경채류,4
1139,갓,경기도 용인시,경기도,용인시,엽경채류,1
1140,갓,충청남도 예산군,충청남도,예산군,엽경채류,1
1141,김장(가을)배추,충청북도 충주시,충청북도,충주시,엽경채류,2
1142,김장(가을)배추,전라남도 화순군,전라남도,화순군,엽경채류,4
1143,김장(가을)배추,경상남도 산청군,경상남도,산청군,엽경채류,3
1144,건고추,경상남도 산청군,경상남도,산청군,조미채소류,5
1145,김장(가을)배추,강원도 양양군,강원도,양양군,엽경채류,1
1146,김장(가을)배추,경상남도 함양군,경상남도,함양군,엽경채류,1
1147,고냉지배추,경상남도 함양군,경상남도,함양군,엽경채류,1
1148,구기자,경상남도 산청군,경상남도,산청군,약용작물류,1
1149,기타,전라남도 해남군,전라남도,해남군,기타,4
1150,김장(가을)배추,경상남도 진주시,경상남도,진주시,엽경채류,1
1151,깻잎,경상남도 진주시,경상남도,진주시,엽경채류,1
1152,김장(가을)배추,경상북도 영덕군,경상북도,영덕군,엽경채류,1
1153,녹차,경상북도 영덕군,경상북도,영덕군,특용작물류,1
1154,김장(가을)배추,전라남도 고흥군,전라남도,고흥군,엽경채류,3
1155,녹차,전라남도 고흥군,전라남도,고흥군,특용작물류,1
1156,녹차,전라남도 화순군,전라남도,화순군,특용작물류,1
1157,김장(가을)배추,경기도 광주시,경기도,광주시,엽경채류,2
1158,대파,경기도 광주시,경기도,광주시,조미채소류,4
1159,김장(가을)배추,전라남도 구례군,전라남도,구례군,엽경채류,2
1160,대파,전라남도 구례군,전라남도,구례군,조미채소류,1
1161,김장(가을)배추,대전광역시 서구,대전광역시,서구,엽경채류,1
1162,대파,대전광역시 서구,대전광역시,서구,조미채소류,1
1163,대파,전라남도 나주시,전라남도,나주시,조미채소류,14
1164,더덕,충청북도 청주시,충청북도,청주시,약용작물류,1
1165,더덕,강원도 원주시,강원도,원주시,약용작물류,2
1166,김장(가을)배추,강원도 평창군,강원도,평창군,엽경채류,4
1167,두릅,강원도 평창군,강원도,평창군,산채류,1
1168,김장(가을)배추,경기도 과천시,경기도,과천시,엽경채류,1
1169,백합,경기도 과천시,경기도,과천시,약용작물류,1
1170,김장(가을)배추,경기도 안성시,경기도,안성시,엽경채류,4
1171,버섯류 기타,경기도 안성시,경기도,안성시,버섯류,6
1172,김장(가을)배추,전라북도 김제시,전라북도,김제시,엽경채류,2
1173,봄무,전라북도 김제시,전라북도,김제시,근채류,2
1174,김장(가을)배추,전라남도 광양시,전라남도,광양시,엽경채류,1
1175,부추,전라남도 광양시,전라남도,광양시,엽경채류,3
1176,부추,부산광역시 기장군,부산광역시,기장군,엽경채류,1
1177,브로콜리(녹색꽃양배추),충청남도 보령시,충청남도,보령시,양채류,1
1178,김장(가을)배추,전라남도 강진군,전라남도,강진군,엽경채류,3
1179,비트(붉은사탕무우),전라남도 강진군,전라남도,강진군,양채류,1
1180,상추,강원도 강릉시,강원도,강릉시,엽경채류,1
1181,김장(가을)배추,강원도 고성군,강원도,고성군,엽경채류,1
1182,상추,강원도 고성군,강원도,고성군,엽경채류,3
1183,상황버섯,경상남도 창녕군,경상남도,창녕군,버섯류,2
1184,상황버섯,경상남도 산청군,경상남도,산청군,버섯류,6
1185,김장(가을)배추,경상북도 영주시,경상북도,영주시,엽경채류,1
1186,김장(가을)배추,전라남도 곡성군,전라남도,곡성군,엽경채류,2
1187,시금치,전라남도 곡성군,전라남도,곡성군,엽경채류,1
1188,시금치,경기도 용인시,경기도,용인시,엽경채류,1
1189,알타리무,전라북도 남원시,전라북도,남원시,근채류,1
1190,양배추,충청북도 충주시,충청북도,충주시,엽경채류,1
1191,김장(가을)배추,경상북도 영천시,경상북도,영천시,엽경채류,1
1192,양배추,경상북도 영천시,경상북도,영천시,엽경채류,1
1193,양배추,경기도 안성시,경기도,안성시,엽경채류,3
1194,김장(가을)배추,전라남도 무안군,전라남도,무안군,엽경채류,2
1195,양배추,전라남도 무안군,전라남도,무안군,엽경채류,15
1196,김장(가을)배추,전라남도 진도군,전라남도,진도군,엽경채류,1
1197,양상추,전라남도 진도군,전라남도,진도군,양채류,1
1198,김장(가을)배추,충청북도 제천시,충청북도,제천시,엽경채류,2
1199,양파,충청북도 제천시,충청북도,제천시,조미채소류,1
1200,양파,전라남도 장성군,전라남도,장성군,조미채소류,4
1201,여름무,강원도 평창군,강원도,평창군,근채류,4
1202,김장(가을)배추,강원도 정선군,강원도,정선군,엽경채류,1
1203,여름무,강원도 정선군,강원도,정선군,근채류,1
1204,연근,경상남도 거제시,경상남도,거제시,근채류,1
1205,엽경채류 기타,울산광역시 북구,울산광역시,북구,엽경채류,1
1206,엽경채류 기타,경기도 파주시,경기도,파주시,엽경채류,2
1207,김장(가을)배추,경기도 의왕시,경기도,의왕시,엽경채류,2
1208,엽경채류 기타,경기도 의왕시,경기도,의왕시,엽경채류,1
1209,엽경채류 기타,전라남도 영암군,전라남도,영암군,엽경채류,2
1210,김장(가을)배추,전라북도 장수군,전라북도,장수군,엽경채류,1
1211,유채,전라북도 장수군,전라북도,장수군,특용작물류,1
1212,김장(가을)배추,강원도 홍천군,강원도,홍천군,엽경채류,1
1213,작약,강원도 홍천군,강원도,홍천군,약용작물류,2
1214,조미채소류 기타,경기도 의왕시,경기도,의왕시,조미채소류,1
1215,조미채소류 기타,충청남도 예산군,충청남도,예산군,조미채소류,1
1216,김장(가을)배추,전라북도 진안군,전라북도,진안군,엽경채류,1
1217,천궁,전라북도 진안군,전라북도,진안군,약용작물류,1
1218,콩나물,경상북도 김천시,경상북도,김천시,엽경채류,1
1219,콩나물,충청북도 청주시,충청북도,청주시,엽경채류,4
1220,김장(가을)배추,전라북도 고창군,전라북도,고창군,엽경채류,1
1221,파프리카,전라북도 고창군,전라북도,고창군,양채류,2
1222,파프리카,경상남도 합천군,경상남도,합천군,양채류,4
1223,김장(가을)배추,경상남도 김해시,경상남도,김해시,엽경채류,1
1224,파프리카,경상남도 김해시,경상남도,김해시,양채류,2
1225,김장(가을)배추,경상북도 문경시,경상북도,문경시,엽경채류,1
1226,김장(가을)배추,전라남도 순천시,전라남도,순천시,엽경채류,1
